Date,Adj Close
01-07-02,12.725844
01-08-02,17.822418
01-09-02,16.269802
01-10-02,18.297922
01-11-02,19.90299
01-12-02,20.698719
01-01-03,18.000982
01-02-03,19.46242
01-03-03,17.90976
01-04-03,19.417797
01-05-03,21.577883
01-06-03,23.819546
01-07-03,28.345497
01-08-03,28.132
01-09-03,35.649223
01-10-03,44.857792
01-11-03,44.233284
01-12-03,58.168793
01-01-04,55.339706
01-02-04,62.08128
01-03-04,63.372196
01-04-04,62.621487
01-05-04,81.617348
01-06-04,57.524342
01-07-04,42.738251
01-08-04,45.962776
01-09-04,47.215061
01-10-04,55.269035
01-11-04,60.171646
01-12-04,65.540382
01-01-05,66.918373
01-02-05,72.444077
01-03-05,66.536125
01-04-05,64.345757
01-05-05,69.764198
01-06-05,75.373184
01-07-05,84.409752
01-08-05,88.8097
01-09-05,114.510948
01-10-05,105.449661
01-11-05,127.040703
01-12-05,139.102982
01-01-06,163.750656
01-02-06,180.702194
01-03-06,183.397125
01-04-06,306.996521
01-05-06,174.776184
01-06-06,169.020538
01-07-06,166.574539
01-08-06,181.214462
01-09-06,209.753036
01-10-06,324.457886
01-11-06,224.934479
01-12-06,238.344467
01-01-07,392.900391
01-02-07,245.589584
01-03-07,267.059784
01-04-07,288.80069
01-05-07,341.768951
01-06-07,373.753998
01-07-07,443.437744
01-08-07,439.187164
01-09-07,479.242645
01-10-07,724.209778
01-11-07,704.66803
01-12-07,711.264709
01-01-08,622.420349
01-02-08,600.983948
01-03-08,518.156433
01-04-08,512.575195
01-05-08,763.58905
01-06-08,372.870392
01-07-08,444.698212
01-08-08,442.684418
01-09-08,428.343445
01-10-08,282.615234
01-11-08,254.670349
01-12-08,270.954224
01-01-09,241.713989
01-02-09,214.924973
01-03-09,235.112885
01-04-09,462.189056
01-05-09,736.539856
01-06-09,549.016907
01-07-09,527.498291
01-08-09,548.893921
01-09-09,601.588501
01-10-09,558.424438
01-11-09,862.530396
01-12-09,597.456909
01-01-10,760.630188
01-02-10,557.106201
01-03-10,871.208679
01-04-10,575.18042
01-05-10,580.985291
01-06-10,644.235718
01-07-10,639.018494
01-08-10,645.909912
01-09-10,742.877441
01-10-10,733.704956
01-11-10,705.573669
01-12-10,716.138977
01-01-11,593.788391
01-02-11,552.847961
01-03-11,597.696167
01-04-11,577.306763
01-05-11,594.240295
01-06-11,659.875732
01-07-11,624.344238
01-08-11,582.155762
01-09-11,501.275513
01-10-11,521.786682
01-11-11,469.724121
01-12-11,367.261292
01-01-12,483.995331
01-02-12,482.980194
01-03-12,483.33075
01-04-12,452.998016
01-05-12,649.449585
01-06-12,516.118286
01-07-12,505.632172
01-08-12,495.84726
01-09-12,605.196899
01-10-12,616.585632
01-11-12,632.144287
01-12-12,609.11969
01-01-13,584.370728
01-02-13,518.404358
01-03-13,517.798035
01-04-13,573.132874
01-05-13,796.338745
01-06-13,533.602234
01-07-13,481.612732
01-08-13,411.912872
01-09-13,459.053223
01-10-13,566.694214
01-11-13,608.744202
01-12-13,622.886902
01-01-14,573.795349
01-02-14,645.817932
01-03-14,740.247131
01-04-14,753.16748
01-05-14,899.480042
01-06-14,990.394592
01-07-14,874.686768
01-08-14,888.427795
01-09-14,861.063599
01-10-14,977.502502
01-11-14,967.998718
01-12-14,882.556274
01-01-15,1004.135925
01-02-15,1038.616821
01-03-15,1015.41095
01-04-15,963.242493
01-05-15,976.917786
01-06-15,1052.699463
01-07-15,1057.695313
01-08-15,946.475769
01-09-15,879.04248
01-10-15,858.829346
01-11-15,836.822205
01-12-15,776.462097
01-01-16,670.656738
01-02-16,655.041626
01-03-16,740.696228
01-04-16,763.769165
01-05-16,897.06073
01-06-16,911.032166
01-07-16,948.985718
01-08-16,921.043152
01-09-16,888.656616
01-10-16,918.141052
01-11-16,857.404907
01-12-16,836.539856
01-01-17,896.78009
01-02-17,911.010742
01-03-17,976.549133
01-04-17,1084.999634
01-05-17,1091.761597
01-06-17,1046.437378
01-07-17,1110.503174
01-08-17,1069.797241
01-09-17,1088.372314
01-10-17,1164.850464
01-11-17,1159.370728
01-12-17,1199.11084
01-01-18,1349.922974
01-02-18,1256.195557
01-03-18,1249.286133
01-04-18,1335.05603
01-05-18,1305.989624
01-06-18,1215.168701
01-07-18,1241.090576
01-08-18,1305.179565
01-09-18,1227.789551
01-10-18,1252.304932
01-11-18,1382.602417
01-12-18,1387.476563
01-01-19,1268.519897
01-02-19,1247.913452
01-03-19,1337.046631
01-04-19,1301.576782
01-05-19,1503.296753
01-06-19,1499.098145
01-07-19,1338.976929
01-08-19,1298.567017
01-09-19,1441.304443
01-10-19,1440.131226
01-11-19,1300.815674
01-12-19,1269.188599
01-01-20,1338.699829
01-02-20,1161.011475
01-03-20,790.43219
01-04-20,889.781067
01-05-20,924.180725
01-06-20,935.482117
01-07-20,905.543518
01-08-20,936.770813
